tanggal,jam,deskripsi_transaksi,kategori,nominal,tipe_transaksi,metode_pembayaran,lokasi_merchant,status_transaksi,device_os,catatan_user
6/8/2023,2:55,Biaya Tiket Busway,Transportasi,,Pengeluaran,BCA Virtual Account,Bandung,Berhasil,iOS 17,
1/3/2024,7:34,CEK KOLESTEROL,Kesehatan,229000.0,Pengeluaran,ovo,,Berhasil,iOS 16,
9/15/2023,16:59,refund hotel,Pendapatan,6467000.0,Pemasukan,Gopay,Jakarta,Berhasil,iOS 17,
14/03/2024,11:04,grab dari puskesmas,,217000.0,Pengeluaran,Mandiri,,Berhasil,iOS 16,
3/10/2024,23:32,Langganan iCloud,Tagihan,899000.0,Pengeluaran,GOPAY,,Berhasil,Windows Web,warna hitam
5/8/2023,4:26,jajan bakso,Konsumsi,107000.0,Pengeluaran,ovo,,Berhasil,iOS 17,
11/10/2023,20:06,Gaji Part Time,Pendapatan,5826000.0,Pemasukan,qris,JAKARTA,Berhasil,Android 12,jangan pedes
11/19/2023,17:52,perbaikan kamar mandi,Tempat Tinggal,1509000.0,Pengeluaran,BCA Virtual Account,,Berhasil,iOS 16,
6/28/2023,13:56,NONGKRONG DI FORE COFFEE,Konsumsi,207000.0,Pengeluaran,BCA Virtual Account,Depok,Pending,Windows Web,
11/13/2023,13:10,panadol,Kesehatan,469000.0,Pengeluaran,ovo,,Berhasil,iOS 17,
4/10/2023,7:45,TRANSFERAN ORTU,Pendapatan,911000.0,Pemasukan,BCA Virtual Account,Online,Berhasil,iOS 17,
2/10/2023,2:21,fotocopy,Lain-lain,109000.0,Pengeluaran,QRIS,Bandung,Berhasil,Android 13,
11/2/2023,18:56,photobox,Hiburan,83000.0,Pengeluaran,Cash,Jakarta,Berhasil,Android 13,
3/6/2024,22:47,Alokasi Investasi Dogecoin,Investasi,,Pengeluaran,BCA Virtual Account,Bdg,Berhasil,iOS 16,
7/1/2023,5:45,Topup Portofolio Amartha,Investasi,1411000.0,Pengeluaran,Mandiri,,Berhasil,Windows Web,
5/10/2023,8:12,Topup Gopay,Lain-lain,109000.0,Pengeluaran,Cash,Jakarta,Berhasil,Windows Web,
4/5/2024,5:47,roti tawar,Belanja,1403000.0,Pengeluaran,BCA Virtual Account,Online,Berhasil,Windows Web,
18/02/2024,2:03,pre-workout,Kesehatan,281000.0,Pengeluaran,BCA Virtual Account,,Berhasil,iOS 17,ukuran XL
4/3/2023,2:52,Dumbbell,Kesehatan,396000.0,Pengeluaran,CASH,,Berhasil,Android 12,
3/3/2024,19:45,Kabel Charger,Belanja,1259000.0,Pengeluaran,Gopay,,Berhasil,Android 12,
4/9/2024,3:35,Cashback Tokopedia,Pendapatan,3130000.0,Pemasukan,CASH,,Gagal,Android 12,
8/29/2023,4:47,Alokasi Investasi Bareksa,Investasi,2932000.0,Pengeluaran,OVO,SBY,Berhasil,Android 12,
3/30/2024,21:55,iuran sampah,Tagihan,605000.0,Pengeluaran,Mandiri,,Berhasil,Android 12,
1/22/2023,22:15,cashback ovo,Pendapatan,4947000.0,Pemasukan,ovo,Bandung,Berhasil,Windows Web,
2/14/2024,11:52,laundry kiloan,Tempat Tinggal,1435000.0,Pengeluaran,OVO,,Berhasil,Android 12,
9/14/2023,18:53,NONGKRONG DI NASI PADANG,Konsumsi,186000.0,Pengeluaran,qris,Bandung,Berhasil,Android 12,
15/09/2023,7:39,nasi campur,,123000.0,Pengeluaran,BCA Virtual Account,jkt,Berhasil,Android 12,
23/09/2023,21:54,Topup Portofolio Bli Emas Antam,Investasi,4384000.0,Pengeluaran,BCA Virtual Account,Bandung,Berhasil,iOS 16,
5/4/2024,18:58,Cashback GoPay,Pendapatan,8791000.0,Pemasukan,ovo,Bdg,Berhasil,Android 13,
2/6/2024,14:12,Ongkos Tiket Busway,Transportasi,56000.0,Pengeluaran,qris,JAKARTA,Berhasil,Android 12,jangan pedes
2/3/2024,2:50,main bowling,Hiburan,177000.0,Pengeluaran,ovo,,Berhasil,iOS 17,
4/7/2023,7:30,grabfood bebek sinjay,,215000.0,Pengeluaran,Mandiri,Bandung,Berhasil,Android 12,
14/03/2024,8:38,LANGGANAN YOUTUBE PREMIUM,,336000.0,Pengeluaran,CASH,Online,Berhasil,Windows Web,
4/19/2024,14:43,KUE CUBIT,Konsumsi,75000.0,Pengeluaran,OVO,Tangerang,Berhasil,Windows Web,
8/2/2024,8:06,Topup OVO,Lain-lain,166000.0,Pengeluaran,Cash,Bdg,Berhasil,Android 12,titip satpam
2/8/2024,3:32,Investasi Di Tanamduit,Investasi,3286000.0,Pengeluaran,qris,Depok,Berhasil,iOS 17,jangan pedes
4/30/2024,22:52,belanja di hypermart,Belanja,1354000.0,Pengeluaran,Mandiri,,Berhasil,iOS 16,segera proses ya
3/28/2023,9:20,Honor Asisten,Pendapatan,5660000.0,Pemasukan,OVO,,Berhasil,Android 12,
17/12/2023,15:02,iuran keamanan kos,,259000.0,Pengeluaran,Gopay,,Berhasil,iOS 17,
4/29/2023,0:40,Investasi Crypto Binance Coin,Investasi,1585000.0,Pengeluaran,Gopay,Tangerang,Berhasil,iOS 16,ukuran XL
6/14/2023,18:52,d'cost,,19000.0,Pengeluaran,qris,,Berhasil,iOS 16,
10/29/2023,17:22,KARAOKE,Hiburan,301000.0,Pengeluaran,BCA Virtual Account,Online,Berhasil,Android 13,
5/25/2023,4:20,beli jas hujan,Belanja,570000.0,Pengeluaran,Gopay,Bandung,Gagal,Windows Web,
9/21/2023,0:10,Jajan Telur Gulung,Konsumsi,,Pengeluaran,QRIS,Surabaya,Berhasil,Windows Web,
10/20/2023,15:13,Beli Saham Icbp,Investasi,4479000.0,Pengeluaran,Mandiri,Jakarta,Berhasil,iOS 16,
12/22/2023,13:54,Alokasi Investasi Bli Emas Pegadaian,Investasi,2205000.0,Pengeluaran,Gopay,Jakarta,Berhasil,Windows Web,
4/5/2024,5:58,Konsul Alodokter,Kesehatan,142000.0,Pengeluaran,qris,Surabaya,Berhasil,iOS 17,
27/11/2023,9:19,cashback tokopedia,,5694000.0,Pemasukan,QRIS,,Berhasil,iOS 16,
3/3/2023,13:47,Langganan WeTV,Hiburan,,Pengeluaran,BCA Virtual Account,Bandung,Berhasil,iOS 17,
29/09/2023,9:26,uang saku,Pendapatan,,Pemasukan,GOPAY,,Pending,Windows Web,ukuran XL
7/25/2023,14:26,cicilan motor,Tagihan,109000.0,Pengeluaran,QRIS,Depok,Berhasil,Windows Web,
2/9/2023,6:24,Pendanaan Nabung Emas,Investasi,-2410000.0,Pengeluaran,BCA Virtual Account,Surabaya,Berhasil,iOS 16,
4/27/2024,13:31,Vitamin D,Kesehatan,377000.0,Pengeluaran,QRIS,Surabaya,Berhasil,Android 12,
5/3/2024,3:26,Topup Portofolio Stockbit,Investasi,1327000.0,Pengeluaran,Gopay,,Berhasil,Android 13,kembalian ambil aja
10/11/2023,11:06,langganan hbo go,Hiburan,,Pengeluaran,QRIS,Tangerang,Berhasil,Windows Web,
1/14/2024,21:49,main bowling,Hiburan,92000.0,Pengeluaran,ovo,,Berhasil,Android 12,
7/3/2023,8:40,tiket lrt,,234000.0,Pengeluaran,Gopay,SBY,Pending,Windows Web,
7/5/2023,3:38,Cashback OVO,Pendapatan,,Pemasukan,Cash,Tangerang,Gagal,iOS 16,
2/3/2023,7:14,bli sepatu futsal,Kesehatan,49000.0,Pengeluaran,qris,,Berhasil,Android 13,
12/17/2023,12:30,Bayar Tol Cipularang,Transportasi,50000.0,Pengeluaran,Cash,,Pending,Windows Web,
5/27/2023,3:53,Sabun Cuci Piring,Belanja,985000.0,Pengeluaran,OVO,,Berhasil,iOS 16,
26/11/2023,23:05,Biaya BI Fast,Lain-lain,469000.0,Pengeluaran,QRIS,Jakarta,Berhasil,Android 13,
11/29/2023,6:53,Joki Tugas,,5754000000.0,Pemasukan,Gopay,Surabaya,Berhasil,iOS 17,segera proses ya
11/29/2023,2:36,DONASI KITABISA,Lain-lain,490000.0,Pengeluaran,Cash,,Berhasil,Android 13,ukuran XL
5/27/2023,7:19,main bowling,Hiburan,,Pengeluaran,OVO,Surabaya,Berhasil,iOS 17,
12/14/2023,10:37,GOFOOD DOMINO'S,Konsumsi,70000.0,Pengeluaran,GOPAY,Bandung,Gagal,Windows Web,
11/30/2023,7:31,Klinik,,133000.0,Pengeluaran,Cash,Tangerang,Berhasil,Android 13,
9/6/2023,17:12,KLINIK,,,Pengeluaran,ovo,Tangerang,Berhasil,Android 13,
4/6/2023,13:21,checkout shopee,,143000.0,Pengeluaran,CASH,Tangerang,Berhasil,Android 12,
11/10/2023,14:21,denda telat byr,,470000.0,Pengeluaran,ovo,jkt,Pending,iOS 17,
30/04/2024,9:25,cashback shopeepay,Pendapatan,1113000.0,Pemasukan,GOPAY,,Berhasil,iOS 17,
8/27/2023,5:26,gaji part time,Pendapatan,,Pemasukan,OVO,tangsel,Berhasil,iOS 16,
2/27/2024,9:01,Voucher Game,Hiburan,150000.0,Pengeluaran,QRIS,,Berhasil,Windows Web,
12/1/2023,5:18,Biaya Tiket Krl,Transportasi,242000.0,Pengeluaran,GOPAY,Depok,Berhasil,iOS 17,
4/22/2023,10:52,Topup Reksadana,Investasi,,Pengeluaran,Cash,SBY,Berhasil,Android 12,
3/16/2024,12:48,Tebus Resep,Kesehatan,177000.0,Pengeluaran,GOPAY,SBY,Berhasil,iOS 17,
10/11/2023,5:35,Pengeluaran Tiket Lrt,Transportasi,151000.0,Pengeluaran,Mandiri,Depok,Pending,Android 13,
2/29/2024,8:59,sewa kontrakan,Tempat Tinggal,2723000.0,Pengeluaran,qris,Tangerang,Berhasil,Android 12,
11/3/2024,15:36,sumbangan pengamen,Lain-lain,350000.0,Pengeluaran,Gopay,,Berhasil,iOS 17,
1/19/2024,5:17,patungan,Lain-lain,132000.0,Pengeluaran,ovo,Tangerang,Berhasil,iOS 16,
7/6/2023,0:18,Google One,Tagihan,173000.0,Pengeluaran,OVO,Tangerang,Gagal,iOS 17,
5/23/2023,13:26,sewa kontrakan,,991000.0,Pengeluaran,QRIS,Surabaya,Berhasil,iOS 16,ukuran XL
3/27/2023,5:41,Full Tank Bensin Bp 92,Transportasi,32000.0,Pengeluaran,CASH,Depok,Berhasil,Android 12,
3/28/2023,18:08,IURAN RT,Tagihan,,Pengeluaran,BCA Virtual Account,Bdg,Berhasil,Windows Web,
2/18/2023,10:38,IURAN RT,Tagihan,-158000.0,Pengeluaran,OVO,,Berhasil,iOS 16,kembalian ambil aja
11/5/2023,1:06,Cashback GoPay,Pendapatan,273000.0,Pemasukan,BCA Virtual Account,,Berhasil,Windows Web,
5/5/2023,17:07,LANGGANAN CHATGPT,Hiburan,189000.0,Pengeluaran,CASH,,Berhasil,Android 13,jangan pedes
12/31/2023,18:10,print tugas,Lain-lain,466000.0,Pengeluaran,Cash,,Berhasil,Android 13,
1/16/2024,0:07,photobox,Hiburan,318000.0,Pengeluaran,QRIS,Bandung,Pending,iOS 17,jangan pedes
21/07/2023,5:37,ongkir paxel,Lain-lain,96000.0,Pengeluaran,OVO,Surabaya,Pending,iOS 16,
2/4/2023,1:02,bli bakso,Konsumsi,76000.0,Pengeluaran,CASH,,Berhasil,iOS 17,
2/9/2024,6:48,minyak kayu putih,Kesehatan,300000.0,Pengeluaran,ovo,Tangerang,Berhasil,iOS 16,
2/14/2024,21:36,ONGKIR JNE,Lain-lain,,Pengeluaran,BCA Virtual Account,,Berhasil,iOS 16,
4/5/2023,7:40,byr kos,,2266000.0,Pengeluaran,BCA Virtual Account,,Berhasil,Android 13,
5/13/2024,21:02,bli face wash,,787000.0,Pengeluaran,CASH,JAKARTA,Berhasil,Android 12,
7/14/2023,19:34,maxim ke cafe,,181000.0,Pengeluaran,QRIS,Jakarta,Berhasil,Android 12,
3/7/2023,9:07,sedekah,Lain-lain,198000.0,Pengeluaran,CASH,,Gagal,iOS 17,
1/17/2024,11:00,Alokasi Investasi Pluang,Investasi,1921000.0,Pengeluaran,qris,,Berhasil,Android 12,
5/13/2023,1:00,Plester,Kesehatan,182000.0,Pengeluaran,ovo,Depok,Berhasil,iOS 17,titip satpam
3/5/2024,14:42,DEPOSIT KOS,,2350000.0,Pengeluaran,qris,Bdg,Berhasil,Android 13,
7/18/2023,11:00,Langganan iCloud,,388000.0,Pengeluaran,QRIS,Depok,Berhasil,iOS 17,segera proses ya
10/5/2023,7:26,patungan,Lain-lain,212000.0,Pengeluaran,OVO,tangsel,Berhasil,Windows Web,
10/1/2023,23:30,powerbank,Belanja,748000.0,Pengeluaran,Gopay,,Berhasil,iOS 17,
5/7/2024,9:33,shopeefood ayam blenger,Konsumsi,164000.0,Pengeluaran,ovo,tangsel,Berhasil,Windows Web,
24/11/2023,6:21,byr wifi axis,Tagihan,637000.0,Pengeluaran,GOPAY,Depok,Berhasil,Android 12,segera proses ya
3/1/2023,14:52,Vitamin D,Kesehatan,298000.0,Pengeluaran,Cash,SBY,Pending,iOS 17,
1/1/2023,17:08,Denda Telat Bayar,Lain-lain,416000.0,Pengeluaran,Mandiri,JAKARTA,Berhasil,Windows Web,
13/02/2023,6:46,Investasi Di Modalku,Investasi,2579000.0,Pengeluaran,Cash,Jakarta,Gagal,Windows Web,titip satpam
8/12/2023,18:50,Biaya Tiket Busway,Transportasi,113000.0,Pengeluaran,Cash,tangsel,Gagal,Android 13,jangan pedes
9/5/2023,7:25,Puskesmas,,377000.0,Pengeluaran,Gopay,tangsel,Berhasil,Windows Web,
2/20/2024,15:09,nyicil minuman kaleng,,90000.0,Pengeluaran,GOPAY,,Berhasil,iOS 17,
9/24/2023,1:18,GOFOOD DOMINO'S,Konsumsi,223000.0,Pengeluaran,GOPAY,Tangerang,Berhasil,Android 12,
16/06/2023,22:22,SHOPEEFOOD SOTO BETAWI,,191000.0,Pengeluaran,Mandiri,Depok,Berhasil,Android 12,
3/21/2023,20:24,Bayar Wifi Axis,Tagihan,239000.0,Pengeluaran,Cash,,Berhasil,Android 12,
3/12/2023,9:38,laundry sepatu,Tempat Tinggal,2250000.0,Pengeluaran,Cash,SBY,Berhasil,Android 13,
2/6/2023,13:48,Investasi Di Bli Ori,Investasi,,Pengeluaran,OVO,Online,Berhasil,Android 13,jangan pedes
11/9/2023,16:00,cicilan motor,Tagihan,855000.0,Pengeluaran,CASH,Surabaya,Berhasil,Android 12,
5/18/2023,8:12,Investasi Bli Reksadana Pasar Uang,Investasi,2029000.0,Pengeluaran,Cash,JAKARTA,Berhasil,iOS 17,
9/18/2023,14:43,Iuran Keamanan,Tagihan,540000.0,Pengeluaran,BCA Virtual Account,Depok,Berhasil,Android 13,
2/8/2024,17:29,Order Grab Dari Rumah Temen,Transportasi,45000.0,Pengeluaran,Mandiri,Jakarta,Gagal,Android 13,
10/7/2023,18:12,SEWA KONTRAKAN,Tempat Tinggal,1824000.0,Pengeluaran,GOPAY,Jakarta,Berhasil,Android 12,
1/28/2024,11:38,belanja di ace hardware,,1447000000.0,Pengeluaran,BCA Virtual Account,,Gagal,iOS 16,
1/25/2023,1:11,Tiket Busway,,69000.0,Pengeluaran,qris,,Berhasil,iOS 16,
2/27/2024,11:48,transferan ortu,Pendapatan,9909000.0,Pemasukan,BCA Virtual Account,Bdg,Berhasil,Android 13,
3/30/2024,5:59,CASHBACK SHOPEEPAY,,4705000.0,Pemasukan,CASH,,Berhasil,Windows Web,
10/16/2023,11:48,shopeefood soto kudus,,172000.0,Pengeluaran,OVO,,Berhasil,iOS 16,
8/19/2023,1:37,gofood mako,Konsumsi,,Pengeluaran,QRIS,,Berhasil,iOS 16,
10/22/2023,23:53,Alokasi Investasi Nabung Crypto,Investasi,2675000.0,Pengeluaran,GOPAY,Jakarta,Berhasil,Windows Web,
7/16/2023,10:12,belanja di tokopedia,Belanja,1034000.0,Pengeluaran,OVO,JAKARTA,Berhasil,Android 13,
8/29/2023,6:12,Sewa Lapangan Tenis,Kesehatan,,Pengeluaran,Cash,JAKARTA,Berhasil,Windows Web,
11/20/2023,22:44,UANG KOS,,191000.0,Pengeluaran,qris,Online,Berhasil,iOS 16,
5/28/2023,1:39,baterai,Belanja,716000.0,Pengeluaran,CASH,,Berhasil,Android 12,
6/1/2023,21:28,bunga deposito,Pendapatan,4165000.0,Pemasukan,Mandiri,Jakarta,Gagal,Android 13,
4/5/2023,1:27,bli parfum,Belanja,1296000.0,Pengeluaran,QRIS,Surabaya,Berhasil,iOS 17,
2/28/2024,4:40,promag,Kesehatan,483000.0,Pengeluaran,ovo,SBY,Berhasil,iOS 16,
25/07/2023,22:22,topup roblox,Hiburan,102000.0,Pengeluaran,qris,Depok,Berhasil,Android 12,
9/9/2023,22:54,habbatussauda,Kesehatan,,Pengeluaran,Mandiri,Bandung,Berhasil,Windows Web,
2/7/2023,13:07,cek kolesterol,Kesehatan,373000.0,Pengeluaran,Gopay,Tangerang,Berhasil,iOS 16,
12/5/2023,10:27,Beli Koin Indodax,Investasi,,Pengeluaran,QRIS,,Berhasil,Windows Web,
4/6/2024,21:13,makan coto makassar,Konsumsi,232000.0,Pengeluaran,ovo,SBY,Berhasil,Android 12,
1/30/2024,8:27,RAWAT INAP,Kesehatan,419000.0,Pengeluaran,ovo,,Berhasil,Android 12,
8/10/2023,2:52,bli roti tawar,Belanja,,Pengeluaran,QRIS,Bandung,Berhasil,iOS 16,ukuran XL
5/19/2023,18:27,topup steam,Hiburan,226000.0,Pengeluaran,CASH,jkt,Berhasil,Android 12,
22/12/2023,5:00,grabfood teguk,Konsumsi,220000.0,Pengeluaran,Mandiri,Depok,Berhasil,Windows Web,
1/30/2024,15:25,photobox,Hiburan,194000.0,Pengeluaran,OVO,Jakarta,Gagal,Android 12,
3/8/2023,9:32,MODALKU,,1076000.0,Pengeluaran,GOPAY,Tangerang,Gagal,Android 12,
2/11/2023,16:22,Kapas,Kesehatan,,Pengeluaran,qris,jkt,Berhasil,Windows Web,
8/4/2023,18:49,VOUCHER GAME,,240000.0,Pengeluaran,Cash,Surabaya,Berhasil,Android 13,ukuran XL
4/10/2024,0:26,UANG MENANG LOMBA,Pendapatan,6714000.0,Pemasukan,BCA Virtual Account,Bandung,Berhasil,iOS 16,
5/7/2024,9:26,Isi Saldo Flazz,Transportasi,42000.0,Pengeluaran,Cash,,Berhasil,Android 13,
1/28/2024,14:14,BELI SHAMPO,Belanja,1252000.0,Pengeluaran,Mandiri,,Berhasil,iOS 17,
2/21/2023,1:36,obat pusing,Kesehatan,268000.0,Pengeluaran,BCA Virtual Account,tangsel,Gagal,iOS 17,segera proses ya
4/3/2023,8:53,main biliar,Hiburan,212000.0,Pengeluaran,BCA Virtual Account,Tangerang,Berhasil,Windows Web,
4/28/2024,4:58,cairin adsense,,4061000.0,Pemasukan,qris,,Berhasil,iOS 17,
2/24/2024,3:35,PROTEIN SHAKE,,180000.0,Pengeluaran,Mandiri,Jakarta,Berhasil,Android 12,
16/06/2023,16:14,belanja di shopee,Belanja,1310000.0,Pengeluaran,qris,Bdg,Berhasil,iOS 17,kembalian ambil aja
9/14/2023,14:36,Sewa Minisoccer,Kesehatan,343000.0,Pengeluaran,OVO,Bdg,Berhasil,Windows Web,
3/16/2024,12:18,MAIN BOWLING,Hiburan,178000.0,Pengeluaran,CASH,,Pending,Windows Web,
3/11/2024,9:38,GRABFOOD PECEL LELE,Konsumsi,148000.0,Pengeluaran,GOPAY,Online,Berhasil,Android 13,
1/3/2023,7:57,jajan cilok,Konsumsi,38000.0,Pengeluaran,Mandiri,,Berhasil,Windows Web,
4/20/2024,4:19,dividen saham,,2865000.0,Pemasukan,OVO,Tangerang,Berhasil,Android 12,kembalian ambil aja
12/4/2023,20:20,deposit kos,Tempat Tinggal,2123000.0,Pengeluaran,Mandiri,Bandung,Berhasil,Windows Web,
4/26/2024,6:14,Iuran Keamanan,Tagihan,859000.0,Pengeluaran,Cash,,Pending,iOS 16,
2/29/2024,1:03,Gaji Part Time,Pendapatan,6121000.0,Pemasukan,BCA Virtual Account,,Berhasil,Android 12,
1/11/2023,3:35,photobox,,382000.0,Pengeluaran,QRIS,Tangerang,Berhasil,Android 12,
4/22/2024,0:19,Uang Hasil Nemu,Pendapatan,,Pemasukan,Mandiri,Online,Berhasil,Android 13,
3/15/2023,2:42,byr kos,Tempat Tinggal,2387000.0,Pengeluaran,Mandiri,Bdg,Pending,Windows Web,
7/11/2023,9:55,uang sampah kos,Tempat Tinggal,1153000.0,Pengeluaran,Mandiri,,Berhasil,Android 13,
12/28/2023,14:39,Kotak Amal,Lain-lain,,Pengeluaran,qris,Bandung,Berhasil,Android 13,
8/21/2023,0:53,uang menang lomba,Pendapatan,2440000000.0,Pemasukan,Cash,Bandung,Gagal,iOS 16,
4/25/2024,18:02,checkout tiktok shop,,1174000.0,Pengeluaran,Gopay,SBY,Berhasil,iOS 17,kembalian ambil aja
1/25/2023,7:58,Beli Bensin Vivo Revvo 92,Transportasi,,Pengeluaran,Mandiri,,Gagal,iOS 16,
5/12/2024,16:11,Matras Yoga,Kesehatan,108000.0,Pengeluaran,Cash,tangsel,Gagal,iOS 16,
9/28/2023,13:34,JAJAN SOTONG,Konsumsi,194000.0,Pengeluaran,GOPAY,Jakarta,Berhasil,Android 12,
5/10/2023,0:57,SEDEKAH MASJID,,294000.0,Pengeluaran,OVO,tangsel,Berhasil,Android 13,
8/5/2024,6:21,paket data indihome,Tagihan,,Pengeluaran,Gopay,,Berhasil,Android 13,
3/2/2023,13:55,denda kos,Tempat Tinggal,426000.0,Pengeluaran,QRIS,,Gagal,Android 12,
1/14/2023,10:12,Futsal,Kesehatan,456000.0,Pengeluaran,Mandiri,,Berhasil,Windows Web,
9/21/2023,10:40,nyicil mentega,Belanja,108000.0,Pengeluaran,Mandiri,,Berhasil,iOS 16,
7/29/2023,7:15,cashback,Pendapatan,7605000.0,Pemasukan,QRIS,Online,Gagal,iOS 16,
22/08/2023,4:34,sewa lapangan voli,Kesehatan,172000.0,Pengeluaran,Gopay,Online,Berhasil,Android 13,ukuran XL
11/12/2023,13:13,PROMAG,Kesehatan,311000.0,Pengeluaran,Gopay,,Berhasil,iOS 17,
16/05/2023,1:44,checkout tokopedia,Belanja,,Pengeluaran,ovo,,Berhasil,Windows Web,ukuran XL
11/20/2023,18:06,siomay,,222000.0,Pengeluaran,OVO,,Berhasil,Android 13,
9/1/2024,18:06,makan pizza hut,,146000.0,Pengeluaran,ovo,,Berhasil,iOS 17,
12/5/2023,3:14,seafood ayu,Konsumsi,147000.0,Pengeluaran,BCA Virtual Account,,Berhasil,Android 12,
10/4/2023,21:39,Pengeluaran Tiket Mrt,Transportasi,41000.0,Pengeluaran,BCA Virtual Account,,Berhasil,Windows Web,
12/5/2023,2:20,beras,Belanja,1493000.0,Pengeluaran,Cash,Depok,Berhasil,Android 13,
5/11/2023,20:18,jajan sotong,,171000.0,Pengeluaran,ovo,tangsel,Berhasil,iOS 17,segera proses ya
3/16/2023,4:20,Topup ML,,325000.0,Pengeluaran,ovo,Online,Berhasil,iOS 16,
4/28/2024,19:25,laundry kiloan,,2661000.0,Pengeluaran,GOPAY,Tangerang,Berhasil,Android 12,
3/21/2024,12:47,perbaikan kamar mandi,Tempat Tinggal,1417000.0,Pengeluaran,OVO,Surabaya,Berhasil,iOS 16,
6/10/2023,2:31,Token Listrik,Tagihan,864000.0,Pengeluaran,qris,SBY,Berhasil,Android 13,
2/10/2023,10:56,Pendanaan Pluang,Investasi,3205000.0,Pengeluaran,Mandiri,,Berhasil,iOS 17,
5/2/2024,1:18,member gym,,472000.0,Pengeluaran,CASH,SBY,Berhasil,iOS 17,
12/19/2023,5:45,Uang Duka,,263000.0,Pengeluaran,GOPAY,Bdg,Berhasil,iOS 17,
5/26/2023,11:36,grabfood haus,Konsumsi,135000.0,Pengeluaran,Mandiri,Online,Berhasil,Windows Web,titip satpam
10/10/2023,18:08,karaoke,Hiburan,112000.0,Pengeluaran,Cash,Jakarta,Berhasil,Android 12,
22/04/2023,8:44,PERBAIKAN KAMAR MANDI,Tempat Tinggal,2336000.0,Pengeluaran,GOPAY,jkt,Berhasil,iOS 17,
8/5/2023,9:23,tagihan pdam,Tagihan,342000.0,Pengeluaran,Cash,Surabaya,Berhasil,iOS 17,
4/8/2023,6:34,kaos oversize,Belanja,1310000.0,Pengeluaran,Mandiri,,Berhasil,Android 12,
5/19/2023,23:49,Order Grab Dari Rumah Temen,Transportasi,,Pengeluaran,ovo,,Berhasil,Android 13,
9/4/2023,16:21,Pre-workout,Kesehatan,322000.0,Pengeluaran,GOPAY,tangsel,Berhasil,iOS 17,
12/24/2023,9:10,uang menang lomba,Pendapatan,4244000.0,Pemasukan,GOPAY,JAKARTA,Berhasil,iOS 17,titip satpam
1/16/2024,1:33,PULSA TELKOMSEL,Tagihan,550000.0,Pengeluaran,Mandiri,,Berhasil,Windows Web,
6/14/2023,14:57,CICILAN MOTOR,Tagihan,584000.0,Pengeluaran,BCA Virtual Account,Tangerang,Berhasil,iOS 17,
2/10/2023,10:39,sedekah masjid,Lain-lain,400000.0,Pengeluaran,OVO,JAKARTA,Gagal,Android 13,
2/5/2023,22:31,SEDEKAH MASJID,,448000.0,Pengeluaran,ovo,Tangerang,Berhasil,Android 12,
11/9/2023,9:25,patungan listrik kos,Tempat Tinggal,1503000.0,Pengeluaran,QRIS,,Berhasil,Android 12,
2/1/2023,10:48,Bayar Wifi Tri,Tagihan,,Pengeluaran,OVO,JAKARTA,Berhasil,iOS 17,segera proses ya
10/29/2023,18:25,Pendanaan Ajaib,Investasi,257000.0,Pengeluaran,BCA Virtual Account,Depok,Berhasil,iOS 16,
12/31/2023,14:30,badminton,,124000.0,Pengeluaran,OVO,SBY,Berhasil,Android 13,
23/09/2023,22:11,Skeling Gigi,Kesehatan,80000.0,Pengeluaran,QRIS,,Berhasil,Windows Web,
4/9/2024,10:44,tilang,Lain-lain,53000.0,Pengeluaran,Mandiri,Depok,Berhasil,Android 12,segera proses ya
3/29/2023,2:29,Investasi Reksadana,Investasi,985000.0,Pengeluaran,Cash,Tangerang,Berhasil,iOS 17,
13/11/2023,1:40,dumbbell,,114000.0,Pengeluaran,Gopay,tangsel,Berhasil,iOS 16,
11/17/2023,17:05,Langganan ChatGPT,Hiburan,265000.0,Pengeluaran,GOPAY,Online,Berhasil,iOS 16,
7/16/2023,5:22,topup linkaja,Lain-lain,425000.0,Pengeluaran,qris,SBY,Berhasil,Android 12,
17/12/2023,3:31,nongkrong di point coffee,Konsumsi,106000.0,Pengeluaran,QRIS,Jakarta,Berhasil,Android 13,
5/13/2023,3:41,Investasi Di Nabung Crypto,Investasi,1916000.0,Pengeluaran,Cash,,Berhasil,Android 12,
5/17/2023,3:09,photobox,Hiburan,247000.0,Pengeluaran,CASH,,Berhasil,iOS 17,
1/19/2024,15:41,CAIRIN ADSENSE,,1021000.0,Pemasukan,qris,,Berhasil,Android 12,segera proses ya
3/24/2024,14:25,iuran rt,,332000.0,Pengeluaran,Mandiri,Depok,Berhasil,Android 13,
2/22/2024,23:59,Iuran RT,Tagihan,896000.0,Pengeluaran,Cash,,Berhasil,Windows Web,
6/16/2023,6:41,Topup Portofolio Nabung Crypto,Investasi,,Pengeluaran,BCA Virtual Account,Bdg,Berhasil,Android 12,
2/15/2023,14:13,jilid skripsi,,-8000.0,Pengeluaran,Cash,Tangerang,Berhasil,iOS 16,
2/19/2024,0:34,tilang,,214000.0,Pengeluaran,BCA Virtual Account,Surabaya,Gagal,iOS 16,segera proses ya
16/09/2023,15:55,patungan sewa mobil,Lain-lain,,Pengeluaran,CASH,Depok,Gagal,iOS 16,
29/04/2024,23:08,Pulsa Indosat,Tagihan,364000.0,Pengeluaran,Cash,,Berhasil,Android 12,segera proses ya
1/11/2023,10:42,bli sepatu lari,,412000.0,Pengeluaran,Mandiri,,Pending,iOS 17,
